id_collections,name
2794,The Chronicles of Riddick Collection
103577,The Whole Nine/Ten Yards Collection
93568,Cross of Iron Collection
124950,American Graffiti Collection
256377,The Muppet Collection
256377,The Muppet Collection
8864,Final Destination Collection
14377,Death Wish Collection
14377,Death Wish Collection
14377,Death Wish Collection
14377,Death Wish Collection
14377,Death Wish Collection
1582,Teenage Mutant Ninja Turtles (Original) Collection
1582,Teenage Mutant Ninja Turtles (Original) Collection
1582,Teenage Mutant Ninja Turtles (Original) Collection
36694,Bloodsport Collection
119050,Grumpy Old Men Collection
387219,The Hustler Collection
8647,The Skulls Collection
221966,The Odd Couple Collection
366826,Navarone Collection
338327,Beach Party Collection
170754,Arthur Collection
466318,Bachelor Party Collection
399,Predator Collection
86105,American Psycho Collection
159616,East is East Collection
104847,Caddyshack Collection
9436,The Crow Collection
351684,The Flintstones (Live-Action) Collection
498,Heart of Gold Collection
256484,Carnosaur Collection
256484,Carnosaur Collection
256484,Carnosaur Collection
175858,Hidden Collection
127280,The Three Mothers Collection
342009,Die Nibelungen Filmreihe
246839,Center Stage Collection
179244,Pee-wee's Collection
271668,Caballeros Collection
96679,Road Trip Collection
87359,Mission: Impossible Collection
59567,Shanghai Noon Collection
645,James Bond Collection
645,James Bond Collection
645,James Bond Collection
645,James Bond Collection
44979,Big Momma's House Collection
252313,The Endless Summer Collection
366826,Navarone Collection
123726,Quatermass (Hammer series)
123726,Quatermass (Hammer series)
107949,Puppet Master Collection
107949,Puppet Master Collection
107949,Puppet Master Collection
107949,Puppet Master Collection
107949,Puppet Master Collection
107949,Puppet Master Collection
107949,Puppet Master Collection
424830,The Benji Collection
424830,The Benji Collection
424830,The Benji Collection
157671,The Decline of Western Civilization Collection
157671,The Decline of Western Civilization Collection
48317,The Man With No Name Collection
10456,Dirty Harry Collection
109592,Porky's Collection
109592,Porky's Collection
109592,Porky's Collection
263866,Nuke 'Em High Collection
32135,The Toxic Avenger Collection
32135,The Toxic Avenger Collection
32135,The Toxic Avenger Collection
399,Predator Collection
174245,Alien Nation Collection
8945,Mad Max Collection
8945,Mad Max Collection
8945,Mad Max Collection
121195,9½ Weeks Collection
207447,Firestarter Collection
495,Shaft Collection
495,Shaft Collection
171439,F/X Collection
171439,F/X Collection
46512,Missing in Action Collection
46512,Missing in Action Collection
46512,Missing in Action Collection
321063,The Sinbad Collection
159600,House Party Collection
159600,House Party Collection
173628,Nekromantik Collection
495,Shaft Collection
495,Shaft Collection
4246,Scary Movie Collection
748,X-Men Collection
34055,Pokémon Collection
321063,The Sinbad Collection
86028,The Nutty Professor Collection
166376,Hollow Man Collection
47770,Phantasm Collection
47770,Phantasm Collection
47770,Phantasm Collection
123256,Pumpkinhead Collection
47391,Sleepaway Camp Collection
123249,"Ilsa, She Wolf of the SS Collection"
223564,The Cell Collection
374512,Godzilla (Millennium) Collection
37139,Naked Gun Collection
37139,Naked Gun Collection
25410,The Art of War Collection
430186,Bring It On Collection
8050,Highlander Collection
8412,Anatomy Collection
52760,Urban Legend
498,Heart of Gold Collection
8917,Hellraiser Collection
8917,Hellraiser Collection
8917,Hellraiser Collection
338327,Beach Party Collection
338327,Beach Party Collection
123213,The Fly (1958 series)
338327,Beach Party Collection
221537,Creature From The Black Lagoon (Universal Series)
259401,The Invisible Man (Universal Series)
138971,The Slumber Party Massacre Collection
138971,The Slumber Party Massacre Collection
138971,The Slumber Party Massacre Collection
138974,The Sorority House Massacre Collection
138974,The Sorority House Massacre Collection
39244,Digimon Collection
51509,Meet the Parents Collection
240690,Billy Jack Collection
240690,Billy Jack Collection
44913,Ghoulies Collection
44913,Ghoulies Collection
12203,Drunken Master Collection
64750,Blair Witch Collection
86029,Charlie's Angels Collection
645,James Bond Collection
57129,Rugrats Collection
124916,101 Dalmatians (Live-Action) Collection
290973,"Crouching Tiger, Hidden Dragon Collection"
106498,Dungeons & Dragons Collection
645,James Bond Collection
52783,Wall Street Collection
178117,The Emperor's New Groove Collection
93220,Miss Congeniality Collection
115822,Dracula 2000 Collection
312735,Annie Collection
107469,Save The Last Dance Collection
85861,Beverly Hills Cop Collection
85861,Beverly Hills Cop Collection
141282,The Brave Little Toaster Collection
330555,Ernest Collection
1960,Evil Dead Collection
2366,The Jaws Collection
109076,Lost Boys Collection
124951,Mannequin Collection
109082,Left Behind Collection
287016,Wong Kar-Wai's Informal Collection
9743,The Hannibal Lecter Anthology
421084,Disneys Große Pause
366444,Demetrius Filmreihe
116847,Dr. Phibes Collection
9743,The Hannibal Lecter Anthology
48190,Revenge of the Nerds Collection
48190,Revenge of the Nerds Collection
257571,C.H.U.D. Collection
86486,Spy Kids Collection
142680,Alex Cross Collection
52888,The Visitors Collection
34055,Pokémon Collection
8936,Bridget Jones Collection
353325,Joe Dirt Collection
9332,Crocodile Dundee Collection
1733,The Mummy Collection
2150,Shrek Collection
150156,City Slickers Collection
441439,Alienation Trilogy
110021,The Magnificent Seven Collection
110021,The Magnificent Seven Collection
100965,Atlantis Collection
2467,Tomb Raider Collection
3169,Dr. Dolittle Collection
9485,The Fast and the Furious Collection
3963,The Crimson Rivers Collection
87014,Cats & Dogs Collection
4246,Scary Movie Collection
338327,Beach Party Collection
421566,Totò Collection
101688,Cannonball Run Collection
101688,Cannonball Run Collection
101688,Cannonball Run Collection
427956,Dr Goldfoot Collection
33071,Cheech & Chong Collection
33071,Cheech & Chong Collection
127280,The Three Mothers Collection
140760,Final Fantasy Collection
86024,Legally Blonde Collection
170754,Arthur Collection
179244,Pee-wee's Collection
104847,Caddyshack Collection
10893,Critters Collection
10893,Critters Collection
10893,Critters Collection
10456,Dirty Harry Collection
182617,Elvira Collection
330555,Ernest Collection
174218,The Howling Collection
19163,The Land Before Time Collection
101471,Return of the Living Dead Collection
101471,Return of the Living Dead Collection
89272,The Man From Snowy River Collection
89272,The Man From Snowy River Collection
86347,Short Circuit Collection
86347,Short Circuit Collection
182923,Tetsuo Collection
126220,The Waxwork Collection
91945,American Ninja Collection
91945,American Ninja Collection
91945,American Ninja Collection
153948,Best of the Best Collection
91746,Bill & Ted's Most Excellent Collection
257571,C.H.U.D. Collection
98853,Cyborg Collection
351230,Dream a Little Dream Collection
186102,Eddie and the Cruisers Collection
186102,Eddie and the Cruisers Collection
88735,K-9 Collection
105322,Kickboxer Collection
9521,Look Who's Talking Collection
97771,Major League Collection
328,Jurassic Park Collection
87228,Swamp Thing Collection
87631,The Musketeers Collection
224976,Road House Collection
138706,The Stepfather Collection
138706,The Stepfather Collection
87536,Warlock Collection
87536,Warlock Collection
118221,Weekend at Bernie's Collection
104716,Basket Case Collection
107674,The Princess Diaries Collection
90863,Rush Hour Collection
239968,La cage aux folles
239968,La cage aux folles
168182,Philo & Clyde Collection
2806,American Pie Collection
94899,Jeepers Creepers Collection
71458,3 Ninjas Collection
71458,3 Ninjas Collection
71458,3 Ninjas Collection
122947,Omega Code Series
383632,A Man Called Horse Collection
352789,Zoolander Collection
166378,Joy Ride Collection
41649,The Party Collection
33071,Cheech & Chong Collection
10456,Dirty Harry Collection
178106,Darko Collection
137696,"Monsters, Inc. Collection"
276838,When a Stranger Calls Collection
1241,Harry Potter Collection
449750,Fanny Brice Collection
106000,Beastmaster Collection
89188,Harry Palmer Collection
284024,The Exterminator Collection
211753,Caprona Collection
10456,Dirty Harry Collection
211753,Caprona Collection
10456,Dirty Harry Collection
98513,Behind Enemy Lines Collection
304,Ocean's Collection
91746,Bill & Ted's Most Excellent Collection
119,The Lord of the Rings Collection
476056,Fritz the Cat Collection
476056,Fritz the Cat Collection
395591,Sex and Zen Collection
93295,48 Hrs. Collection
43055,Conan the Barbarian Collection
93295,48 Hrs. Collection
87214,The Sandlot Collection
55422,Peter Pan Collection
449462,Super Troopers Collection
449750,Fanny Brice Collection
262011,Sleuth Collection
217704,The Vampire Chronicles
124879,State Property Collection
215326,The Bad New Bears Collection
215326,The Bad New Bears Collection
215326,The Bad New Bears Collection
460292,The Lone Ranger (Clayton Moore) Collection
460292,The Lone Ranger (Clayton Moore) Collection
122952,Vampire Hunter D Collection
19160,FernGully Collection
133923,Zombi Collection
108669,Get Smart Collection
221308,"Oh, God! Collection"
221308,"Oh, God! Collection"
8354,Ice Age Collection
17255,Resident Evil Collection
456980,The Paleface Collection
135441,Road to Collection
135441,Road to Collection
135441,Road to Collection
135441,Road to Collection
104068,Tales of the Four Seasons
87220,Smokey and the Bandit Collection
87220,Smokey and the Bandit Collection
87220,Smokey and the Bandit Collection
112537,Sällskapsresorna
735,Blade Collection
43220,National Lampoon’s Van Wilder Collection
261526,Slap Shot Collection
389767,My Big Fat Greek Wedding Collection
256729,War Trilogy
47983,Killer Tomatoes! Collection
406817,Horror High Collection
107688,3 Men Collection
107688,3 Men Collection
116669,The Scorpion King Collection
9735,Friday the 13th Collection
5202,Wild Orchid Collection
556,Spider-Man Collection
178654,White Fang Collection
178654,White Fang Collection
10,Star Wars Collection
168182,Philo & Clyde Collection
192492,The Jack Ryan Collection
31562,The Bourne Collection
86860,Scooby-Doo Collection
33071,Cheech & Chong Collection
97461,Lilo & Stitch Collection
9521,Look Who's Talking Collection
363014,Like Mike Collection
86055,Men In Black Collection
91361,Halloween Collection
99727,Stuart Little Collection
1006,Austin Powers Collection
167456,Our Man Flint Collection
113635,The Modesty Blaise Collection
167456,Our Man Flint Collection
86486,Spy Kids Collection
52785,xXx Collection
356437,Living Trilogy
115839,Blue Crush Collection
117777,Undisputed Collection
363966,Care Bears Collection
363966,Care Bears Collection
52988,Hot Shots! Collection
135501,976-EVIL Collection
123720,Frankenstein (Hammer Series)
162028,Stakeout Collection
176097,Barbershop Collection
9518,The Transporter Collection
330555,Ernest Collection
330555,Ernest Collection
267922,The Hills Have Eyes (Original) Collection
267922,The Hills Have Eyes (Original) Collection
9743,The Hannibal Lecter Anthology
277739,"Heaven, Hell and Purgatory Collection"
374509,Godzilla (Showa) Collection
374509,Godzilla (Showa) Collection
374509,Godzilla (Showa) Collection
173344,Qatsi Collection
135509,The Last Picture Show Collection
330555,Ernest Collection
330555,Ernest Collection
123724,Dracula (Hammer Series)
386818,Django - Original films
386818,Django - Original films
34055,Pokémon Collection
14563,The Ring Collection
173344,Qatsi Collection
9735,Friday the 13th Collection
288280,Saturday Night Fever Collection
288280,Saturday Night Fever Collection
457305,Man of Marble/Iron Collection
373538,Enter the Ninja Collection
97237,Faces of Death Collection
97237,Faces of Death Collection
97237,Faces of Death Collection
97237,Faces of Death Collection
97237,Faces of Death Collection
97237,Faces of Death Collection
169329,Göta kanal collection
295862,The BRD Collection
264437,My Bloody Valentine Collection
212279,Piranha Collection
17178,Jackass Collection
645,James Bond Collection
53159,The Santa Clause Collection
43063,Half Past Dead Collection
1241,Harry Potter Collection
109082,Left Behind Collection
148517,"Pagnol, Childhood's Memories"
148517,"Pagnol, Childhood's Memories"
59586,The Blue Lagoon collection
88574,Scanners Collection
281644,Rocky Horror Collection
645,James Bond Collection
43563,Friday Collection
218293,Brother Collection
12075,Elling Collection
296429,I Spit on Your Grave (Original) Collection
374386,Anglo-Zulu War Collection
110127,Analyze Collection
140126,Vabank (Collection)
63170,Jönsson Gang
41649,The Party Collection
164397,Class of 1999 Collection
423877,Turkish Star Wars
115570,Star Trek: The Next Generation Collection
119,The Lord of the Rings Collection
85960,My Girl Collection
85960,My Girl Collection
135441,Road to Collection
141086,Heavy Metal Collection
104842,Blue Collar Comedy Tour Collection
8864,Final Destination Collection
227147,Tokyo Decadence series
10517,Le Gendarme de St. Tropez Collection
63170,Jönsson Gang
295862,The BRD Collection
315750,They Call Me Bruce Collection
937,The Pink Panther (Original) Collection
137766,Zapped Collection
59567,Shanghai Noon Collection
97459,The Jungle Book Collection
195441,Dennis the Menace Collection
405393,The Black Stallion Collection
405393,The Black Stallion Collection
375886,Willard
354210,Born Free Trilogy
93369,Ringu Collection
93369,Ringu Collection
261057,I Am Curious Collection
100992,The Flicka Collection
366444,Demetrius Filmreihe
8385,Aki Kaurismäki's Finland trilogy
105625,House of 1000 Corpses Collection
748,X-Men Collection
228887,Daddy Day Camp Collection
92222,Breakin' Collection
92222,Breakin' Collection
431417,Nevada Smith Collection
2344,The Matrix Collection
239766,The Klapisch Trilogy
34055,Pokémon Collection
124949,Almighty Collection
137697,Finding Nemo Collection
52985,Wrong Turn Collection
9485,The Fast and the Furious Collection
431417,Nevada Smith Collection
383632,A Man Called Horse Collection
96665,Dumb and Dumber Collection
57129,Rugrats Collection
123724,Dracula (Hammer Series)
1565,28 Days/Weeks Later Collection
86029,Charlie's Angels Collection
86024,Legally Blonde Collection
528,The Terminator Collection
295,Pirates of the Caribbean Collection
14890,Bad Boys Collection
86117,Johnny English Collection
194752,Trilogie
2467,Tomb Raider Collection
86486,Spy Kids Collection
289531,Gator Collection
105322,Kickboxer Collection
289531,Gator Collection
2806,American Pie Collection
221111,S.W.A.T. Collection
421566,Totò Collection
9735,Friday the 13th Collection
91427,Agent Cody Banks Collection
91799,Tremors Collection
937,The Pink Panther (Original) Collection
937,The Pink Panther (Original) Collection
7505,Elements Trilogy
7505,Elements Trilogy
94899,Jeepers Creepers Collection
330892,Sides of the Bed
201576,The Cabin Fever Collection
9649,Mexico Trilogy
10457,Once Upon a Time in China Collection
10457,Once Upon a Time in China Collection
10457,Once Upon a Time in China Collection
261590,Living Dead Collection
2326,Underworld Collection
409138,Yossi Collection
